"","cardId","name","cardSet","type","rarity","text","locale","playerClass","name.1","faction","health","collectible","img","imgGold","attack","race","cost","flavor","artist","howToGet","howToGetGold","inPlayText","durability","mechanics.name","mechanics.name.1","elite","mechanics.name.2","mechanics.name.3"
"1034","BRMA13_5","Son of the Flame","Blackrock Mountain","Minion",NA,"<b>Battlecry:</b> Deal 6 damage.","enUS",NA,"Battlecry",NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA13_5.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA13_5_premium.gif",6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","BRMA10_3H","The Rookery","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Give all Corrupted Eggs +1 Health, then summon one.","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA10_3H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA10_3H_premium.gif",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","BRMA13_7","Whirling Ash","Blackrock Mountain","Minion",NA,"<b>Windfury</b>","enUS",NA,"Windfury",NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA13_7.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA13_7_premium.gif",4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","BRMA15_4","Aberration","Blackrock Mountain","Minion",NA,"<b>Charge</b>","enUS",NA,"Charge",NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA15_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA15_4_premium.gif",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","BRM_022t","Black Whelp","Blackrock Mountain","Minion","Common",NA,"enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_022t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_022t_premium.gif",2,"Dragon",1,NA,"Jaemin Kim",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","BRMA09_4","Blackwing","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon a 3/1 Dragonkin. Get a new Hero Power.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_4_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","BRMA09_4H","Blackwing","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon a 5/4 Dragonkin. Get a new Hero Power.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_4H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_4H_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","BRMA17_6","Bone Construct","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA17_6.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA17_6_premium.gif",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","BRMA17_6H","Bone Construct","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,2,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA17_6H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA17_6H_premium.gif",4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","BRMA12_6","Brood Affliction: Black","Blackrock Mountain","Spell",NA,"While this is in your hand, whenever Chromaggus draws a card, he gets another copy of it.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_6.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_6_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","BRMA12_5","Brood Affliction: Blue","Blackrock Mountain","Spell",NA,"While this is in your hand, Chromaggus' spells cost (1) less.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_5.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_5_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","BRMA12_7","Brood Affliction: Bronze","Blackrock Mountain","Spell",NA,"While this is in your hand, Chromaggus' minions cost (1) less.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_7.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_7_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","BRMA12_4","Brood Affliction: Green","Blackrock Mountain","Spell",NA,"While this is in your hand, restore 2 health to your opponent at the start of your turn.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_4_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","BRMA12_3","Brood Affliction: Red","Blackrock Mountain","Spell",NA,"While this is in your hand, take 1 damage at the start of your turn.","enUS",NA,"ImmuneToSpellpower",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_3.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_3_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","BRMA10_4","Corrupted Egg","Blackrock Mountain","Minion",NA,"When this minion has 4 or more Health, it hatches.","enUS",NA,"InvisibleDeathrattle",NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA10_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA10_4_premium.gif",0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","BRMA10_4H","Corrupted Egg","Blackrock Mountain","Minion",NA,"When this minion has 5 or more Health, it hatches.","enUS",NA,"InvisibleDeathrattle",NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA10_4H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA10_4H_premium.gif",0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","BRMA02_2t","Dark Iron Spectator","Blackrock Mountain","Minion",NA,"<b>Taunt</b>","enUS",NA,"Taunt",NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA02_2t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA02_2t_premium.gif",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","BRM_022","Dragon Egg","Blackrock Mountain","Minion","Rare","Whenever this minion takes damage, summon a 2/1 Whelp.","enUS",NA,NA,NA,2,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_022.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_022_premium.gif",0,NA,1,"Think of them as bullets for your dragon gun.","Jaemin Kim","Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",NA,NA,NA,NA,NA,NA,NA
"1052","BRMA09_4Ht","Dragonkin","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,4,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_4Ht.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_4Ht_premium.gif",5,"Dragon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","BRMA09_4t","Dragonkin","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_4t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_4t_premium.gif",3,"Dragon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","BRMA16_5","Dragonteeth","Blackrock Mountain","Weapon",NA,"Whenever your opponent plays a card, gain +1 Attack.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA16_5.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA16_5_premium.gif",0,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"1055","BRMA08_3","Drakkisath's Command","Blackrock Mountain","Spell",NA,"Destroy a minion. Gain 10 Armor.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA08_3.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA08_3_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","BRMA16_2","Echolocate","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Equip a weapon that grows as your opponent plays cards.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA16_2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA16_2_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","BRMA01_4t","Guzzler","Blackrock Mountain","Minion",NA,"<b>Taunt</b>","enUS",NA,"Taunt",NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA01_4t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA01_4t_premium.gif",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","BRM_006t","Imp","Blackrock Mountain","Minion",NA,NA,"enUS","Warlock",NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_006t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_006t_premium.gif",1,"Demon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","BRMA02_2","Jeering Crowd","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA02_2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA02_2_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","BRMA04_2","Magma Pulse","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Deal 1 damage to all minions.","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA04_2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA04_2_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","BRMA07_2","ME SMASH","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Destroy a random damaged enemy minion.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA07_2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA07_2_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","BRMA12_10","Mutation","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Discard a random card.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_10.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_10_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","BRMA09_3Ht","Old Horde Orc","Blackrock Mountain","Minion",NA,"<b>Taunt</b>","enUS",NA,"Taunt",NA,2,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_3Ht.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_3Ht_premium.gif",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","BRMA09_3t","Old Horde Orc","Blackrock Mountain","Minion",NA,"<b>Taunt</b>","enUS",NA,"Taunt",NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_3t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_3t_premium.gif",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","BRMA10_6","Razorgore's Claws","Blackrock Mountain","Weapon",NA,"Whenever a Corrupted Egg dies, gain +1 Attack.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA10_6.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA10_6_premium.gif",1,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"1066","BRMA16_4","Reverberating Gong","Blackrock Mountain","Spell",NA,"Destroy your opponent's weapon.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA16_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA16_4_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","BRMA10_3","The Rookery","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Give all Corrupted Eggs +1 Health, then summon one.","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA10_3.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA10_3_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","BRMA09_6","The True Warchief","Blackrock Mountain","Spell",NA,"Destroy a Legendary minion.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_6.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_6_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","BRMA14_5","Toxitron","Blackrock Mountain","Minion","Legendary","At the start of your turn, deal 1 damage to all other minions.","enUS",NA,NA,NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA14_5.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA14_5_premium.gif",3,"Mech",1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1070","BRMA14_5H","Toxitron","Blackrock Mountain","Minion","Legendary","At the start of your turn, deal 1 damage to all other minions.","enUS",NA,NA,NA,4,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA14_5H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA14_5H_premium.gif",4,"Mech",1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1071","BRMA13_2","True Form","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Let the games begin!","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA13_2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA13_2_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","BRMA13_2H","True Form","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Let the games begin!","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA13_2H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA13_2H_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","BRM_004","Twilight Whelp","Blackrock Mountain","Minion","Common","<b>Battlecry:</b> If you're holding a Dragon, gain +2 Health.","enUS","Priest","Battlecry",NA,1,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_004.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_004_premium.gif",2,"Dragon",1,"The twilight whelps are basically magic-vampires. Despite this, they are not a reference to any popular series of novels.","Sam Nielson","Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",NA,NA,NA,NA,NA,NA,NA
"1074","BRMA09_2Ht","Whelp","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,2,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_2Ht.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_2Ht_premium.gif",2,"Dragon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","BRMA09_2t","Whelp","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_2t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_2t_premium.gif",1,"Dragon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","BRM_004t","Whelp","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_004t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_004t_premium.gif",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","BRMA13_4","Wild Magic","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Put a random spell from your opponent's class into your hand.","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA13_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA13_4_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","BRMA13_4H","Wild Magic","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Put a random spell from your opponent's class into your hand.","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA13_4H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA13_4H_premium.gif",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","BRMA14_2","Activate Arcanotron","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Activate Arcanotron!","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA14_2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA14_2_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","BRMA14_4H","Activate Toxitron","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Activate Toxitron!","enUS",NA,"AIMustPlay",NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA14_4H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA14_4H_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","BRMA14_10H","Activate!","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Activate a random Tron.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA14_10H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA14_10H_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","BRMA17_5","Bone Minions","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon two 2/1 Bone Constructs.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA17_5.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA17_5_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","BRMA17_5H","Bone Minions","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon two 4/2 Bone Constructs.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA17_5H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA17_5H_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","BRMA12_8t","Chromatic Dragonkin","Blackrock Mountain","Minion",NA,"Whenever your opponent casts a spell, gain +2/+2.","enUS",NA,NA,NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_8t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_8t_premium.gif",2,"Dragon",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","BRMA12_8","Chromatic Mutation","Blackrock Mountain","Spell",NA,"Transform a minion into a 2/2 Chromatic Dragonkin.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA12_8.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA12_8_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","BRMA17_7","Chromatic Prototype","Blackrock Mountain","Minion",NA,"<b>Taunt</b>","enUS",NA,"Taunt",NA,4,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA17_7.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA17_7_premium.gif",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","BRM_027p","DIE, INSECT!","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Deal $8 damage to a random enemy.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_027p.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_027p_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","BRM_027pH","DIE, INSECTS!","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Deal $8 damage to a random enemy. TWICE.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_027pH.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_027pH_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","BRMA06_4","Flamewaker Acolyte","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA06_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA06_4_premium.gif",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","BRMA06_4H","Flamewaker Acolyte","Blackrock Mountain","Minion",NA,NA,"enUS",NA,NA,NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA06_4H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA06_4H_premium.gif",3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","BRM_007","Gang Up","Blackrock Mountain","Spell","Common","Choose a minion. Shuffle 3 copies of it into your deck.","enUS","Rogue",NA,NA,NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_007.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_007_premium.gif",NA,NA,2,"If you are thinking about visiting Moonbrook, you better roll deep.","Jim Nelson","Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",NA,NA,NA,NA,NA,NA,NA
"1092","BRM_011","Lava Shock","Blackrock Mountain","Spell","Rare","Deal $2 damage.
Unlock your <b>Overloaded</b> Mana Crystals.","enUS","Shaman",NA,NA,NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRM_011.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRM_011_premium.gif",NA,NA,2,"Chocolate lava cake is shockingly delicious.","Zoltan Boros","Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",NA,NA,NA,NA,NA,NA,NA
"1093","BRMA17_4","LAVA!","Blackrock Mountain","Spell",NA,"Deal $2 damage to all minions.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA17_4.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA17_4_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","BRMA03_3","Moira Bronzebeard","Blackrock Mountain","Minion",NA,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>.","enUS",NA,NA,NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA03_3.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA03_3_premium.gif",1,NA,2,NA,NA,NA,NA,NA,NA,"Aura","InvisibleDeathrattle",NA,NA,NA
"1095","BRMA03_3H","Moira Bronzebeard","Blackrock Mountain","Minion",NA,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>.","enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA03_3H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA03_3H_premium.gif",3,NA,2,NA,NA,NA,NA,NA,NA,"Aura","InvisibleDeathrattle",NA,NA,NA
"1096","BRMA09_3","Old Horde","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon two 1/1 Orcs with <b>Taunt</b>. Get a new Hero Power.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_3.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_3_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","BRMA09_3H","Old Horde","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon two 2/2 Orcs with <b>Taunt</b>. Get a new Hero Power.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_3H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_3H_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","BRMA17_9","Onyxiclaw","Blackrock Mountain","Weapon",NA,NA,"enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA17_9.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA17_9_premium.gif",2,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"1099","BRMA09_2","Open the Gates","Blackrock Mountain","Hero Power",NA,"<b>Hero Power</b>
Summon three 1/1 Whelps. Get a new Hero Power.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/BRMA09_2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BRMA09_2_premium.gif",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
